user_id,gasto_total,porcentaje_recomendacion,items_count
76561198077731350,14.99,,2
76561198077731800,4.99,,2
76561198077733157,0.0,,16
76561198077733387,14.99,,9
NocturnalTaco,69.94,,9
76561198077734514,0.0,,28
liv_potato,214.93,,8
76561198077736776,0.0,,14
76561198077737057,384.7600000000001,,28
76561198077737154,149.92000000000002,,13
76561198077738728,199.86000000000007,,24
MrAzzaFazza,162.88,,25
76561198077738952,164.89,,59
76561198077742360,0.0,,20
magically,587.6400000000001,,49
76561198077747451,117.87999999999998,,16
76561198077747569,186.80000000000004,,24
76561198077762687,237.9,,21
Guillermo_Meza,422.69000000000017,,35
76561198077765212,148.91,,17
fitemedickhead,129.88999999999996,,32
76561198077779129,47.96,,21
76561198077780921,42.96,,8
76561198077782925,109.95,,20
76561198077789964,699.5400000000003,,68
76561198077790636,0.0,,6
benlock,528.6300000000002,,54
76561198077791987,49.97,,4
76561198077795250,24.98,,5
76561198077795905,327.83000000000004,,30
76561198077796133,534.7200000000001,,46
76561198077796347,536.6300000000001,,67
76561198077797090,0.0,,1
76561198077797316,80.92,,17
76561198077798079,204.9,,40
76561198077798642,117.93,,13
76561198077798678,747.5200000000002,,55
im1yearoldandwhatisthis,959.2100000000004,,99
76561198077799548,222.85,,31
76561198077799976,30.969999999999995,,16
76561198077800647,159.92000000000002,,8
76561198077800976,1362.2900000000004,,118
76561198077801171,224.88000000000005,,12
Mercury12,208.84000000000003,,24
76561198077802124,81.96,,4
76561198077802649,0.0,,1
Bitterjelly,135.89,,39
CalgureMetalMan,178.86000000000004,,21
76561198077806555,9.99,,3
76561198077806741,152.88,,21
PezzaPerry,638.6400000000001,,40
WaffleCake3,64.95,,22
76561198077809785,215.70000000000007,,46
middletwix,271.84000000000003,,40
76561198077811980,515.7200000000001,,44
76561198077812016,0.0,,1
76561198077812755,129.95,,14
76561198077814743,0.0,,3
76561198077816231,64.94,,12
76561198077816464,439.80000000000007,,46
76561198077818232,1333.0400000000006,,174
76561198077818457,19.99,,5
pertaeter,149.88,,15
76561198077820202,524.6800000000002,,43
its_arikimurray,492.71000000000015,,56
Desura222,0.0,,16
eronppbr,49.97,,9
76561198077832734,134.90999999999997,,12
76561198077832800,70.41999999999999,,26
B2li,54.97,,30
76561198077845658,49.97,,36
ruhtraborg,289.86,,16
azza53,1314.020000000001,,131
76561198077878552,263.74000000000007,,69
76561198077878834,0.0,,8
76561198077881537,29.97,,19
76561198077883346,24.98,,6
76561198077884261,0.0,,4
GustavoExGX11,64.95,,8
karwaii,59.96,,18
vallachia,908.5300000000004,,67
76561198077890964,19.99,,6
76561198077893965,2049.9000000000005,,174
76561198077894238,180.9,,9
76561198077896466,374.7500000000001,,35
76561198077898472,19.99,,2
76561198077901784,266.82000000000005,,35
76561198077902004,14.99,,1
brenny1466,54.95,,9
76561198077903496,700.5500000000003,,59
TafioBarker,192.85,,20
76561198077904979,59.95,,7
76561198077905255,0.0,,1
76561198077907934,9.99,,2
76561198077908534,0.0,,6
76561198077913456,49.97,,4
76561198077913717,280.8500000000001,,24
76561198077915186,19.99,,4
76561198077922051,14.99,,2
76561198077924123,364.8500000000001,,28
76561198077952813,74.94999999999999,,12
76561198077956606,139.93,,25
76561198077958724,230.84000000000003,,28
76561198077959011,0.0,,7
76561198077959436,0.0,,1
theawesomeignaxon,1034.7800000000004,,104
76561198077966946,19.99,,3
76561198077967935,245.85,,37
76561198077970864,543.6400000000001,,54
Hitantantsolution,3699.4299999999794,,358
76561198077976420,0.0,,1
76561198077981736,408.70000000000016,,43
cadwalader,34.97,,8
76561198077983634,227.86,,47
jinxdarsy,49.97,,5
76561198077984161,0.0,,1
76561198077984921,150.9,,14
travisodd,339.82000000000005,,20
76561198077989659,299.86,,18
76561198077991546,44.93,,11
boss_by-x,0.0,,2
76561198077995526,1065.4000000000003,,85
76561198077996814,189.88,,17
76561198078000238,14.99,,5
76561198078001846,521.6100000000002,,66
76561198078003804,14.99,,8
76561198078019515,184.94,,15
76561198078029864,79.94999999999999,,8
76561198078030555,89.94999999999999,,9
76561198078039774,0.0,,1
76561198078045064,9.99,,15
76561198078048815,197.85,,18
SaLT001,114.96,,25
76561198078052882,204.9,,18
76561198078052926,109.95,,17
76561198078052952,831.5800000000003,,64
76561198078053067,14.99,,5
76561198078053476,494.7600000000001,,37
76561198078055645,39.97,,4
76561198078056272,24.98,,24
76561198078057739,0.0,,1
76561198078060788,0.0,,1
76561198078061206,608.5800000000003,,62
54321DrOpThEbAsS,215.84,,19
Kubbiiiii,34.98,,12
76561198078065343,39.97,,6
76561198078069757,194.89000000000004,,10
odnobrovets,760.4200000000003,,239
76561198078072918,801.5100000000003,,75
76561198078073340,174.92,,24
76561198078073381,345.84000000000003,,64
76561198078074467,114.87999999999997,,40
76561198078075115,94.96,,12
76561198078075121,109.95,,7
76561198078075160,29.99,,2
76561198078075634,309.80000000000007,,19
76561198078076443,9.99,,4
76561198078076576,104.96,,7
76561198078077340,351.21000000000004,,59
pooldeadlol,9.99,,5
76561198078084599,237.89,,30
76561198078085336,476.69000000000017,,59
76561198078087345,14.99,,1
Devgru101,661.5700000000003,,64
zFloxy,0.0,,3
76561198078111334,14.99,,1
TetraLamina,9.99,,7
76561198078130989,24.98,,3
76561198078132033,44.96,,4
76561198078136611,29.98,,5
76561198078138335,2031.9800000000007,,148
KDNK6,9.99,,3
76561198078141904,1862.9500000000007,,136
chaddigan,480.6300000000002,,51
AxeonStormblade,671.6000000000003,,56
76561198078148146,0.0,,3
76561198078148636,84.97,,11
swegity,264.81000000000006,,37
76561198078151013,9.99,,2
76561198078152110,80.92,,10
76561198078152279,57.440000000000005,,9
tempfartt,169.92000000000002,,14
76561198078154354,843.4400000000004,,97
thecoolestguyyouwillevermeet,2685.429999999993,,226
76561198078156541,0.0,,3
nananamaizokin,289.7600000000001,,57
76561198078160029,34.98,,13
malkeh,571.6700000000002,,64
76561198078163471,59.99,,3
bonkboy55,34.97,,21
76561198078166250,95.94,,7
76561198078173302,14.99,,2
76561198078173866,152.9,,31
76561198078196050,179.92000000000004,,50
76561198078200087,14.99,,13
76561198078207156,229.89,,18
76561198078207751,54.96,,7
76561198078211570,1017.4100000000004,,83
76561198078216105,19.99,,2
76561198078217478,112.92,,13
Hablarakion,148.89999999999998,,22
76561198078218417,326.8500000000001,,24
76561198078219419,9.99,,18
76561198078222206,34.95,,16
76561198078222320,210.89000000000004,,14
76561198078223097,44.96,,34
76561198078223871,49.96,,8
redpandaking,166.88000000000002,,28
76561198078228073,194.91000000000005,,33
76561198078228209,209.93,,24
reiwastaken,538.7300000000001,,52
valen_palu,19.98,,25
thefonzone,559.7100000000002,,42
76561198078232371,1191.4400000000005,,69
76561198078233208,319.86000000000007,,21
76561198078238323,29.99,,2
76561198078238658,0.0,,2
76561198078242330,0.0,,3
76561198078245095,0.0,,1
76561198078247224,0.0,,2
76561198078252676,109.92,,15
Experionrealmz,116.89999999999998,,42
76561198078254684,0.0,,1
beeandwin,191.88,,12
76561198078264931,723.5900000000003,,84
76561198078265170,19.99,,4
76561198078267537,1.99,,5
djandreefelipee,29.98,,3
76561198078269157,9.99,,7
76561198078272299,39.98,,27
76561198078275863,94.97,,12
76561198078284615,72.94999999999999,,6
OzzyTheBarbarian,13016.069999999794,,1294
juicyjuicyjuice,459.7500000000001,,37
76561198078294706,226.83,,40
Arrie26,89.92999999999999,,26
RashPheck,30.97,,9
76561198078300370,74.95,,11
76561198078300797,387.80000000000007,,46
Hotbiscuits,1444.020000000001,,144
ThePeacemaker,160.91,,12
76561198078302091,9.99,,3
teenrhino,20.97,,7
splendidyumi,703.6700000000002,,56
76561198078313354,334.81000000000006,,35
harveymil,425.7700000000001,,41
kdksrud321,9.99,,4
76561198078319725,634.7100000000002,,49
fappysalmon,14.99,,1
76561198078321104,12.98,,4
76561198078321186,0.0,,1
76561198078321289,289.85,,24
76561198078322180,123.89999999999998,,30
luey00,333.7500000000001,,32
76561198078326213,0.0,,2
76561198078326396,1129.2300000000005,,107
76561198078327562,209.89,,19
2matoe,150.87,,24
Nut_Burger,54.96,,6
76561198078336140,207.89,,25
76561198078337647,149.93,,16
MegaManX_105,29.98,,8
76561198078348829,84.91,,17
76561198078353349,345.81000000000006,,54
76561198078360848,39.97,,25
76561198078362188,162.93,,15
76561198078366420,432.7600000000001,,29
76561198078367293,119.89999999999998,,26
76561198078370896,109.90999999999998,,14
76561198078374485,39.97,,16
76561198078375725,0.0,,3
76561198078376842,127.90999999999995,,13
EragonSTM,448.6100000000002,,54
Wortzong,625.6400000000001,,54
76561198078378861,9.99,,6
76561198078379139,512.69,,48
76561198078379550,0.0,,2
jaysterpark,42.95,,11
76561198078381467,538.6900000000002,,91
76561198078381571,142.88,,28
76561198078384015,252.83000000000004,,26
76561198078385427,0.0,,1
76561198078385725,224.88,,17
OfficialAlang,1243.3000000000004,,96
76561198078387492,783.4700000000004,,79
76561198078387981,542.6300000000002,,68
76561198078393146,59.96,,7
76561198078395482,1433.6400000000006,,111
76561198078395663,9.99,,1
findthismessage,25.97,,10
76561198078397452,24.98,,7
Mitchell_Zivcic,100.94,,20
DoctorWho1995,805.5600000000003,,55
chlgks0322,218.80000000000004,,27
CONVlCTlNG,179.92000000000002,,17
76561198078406410,0.0,,10
76561198078407129,19.99,,1
76561198078408109,44.98,,6
76561198078409338,19.99,,36
76561198078411307,34.98,,34
LuxAndZed,305.89,,15
76561198078413940,1152.3800000000003,,83
76561198078414776,0.0,,1
76561198078416112,29.98,,6
76561198078416498,354.81000000000006,,28
76561198078417189,250.84000000000003,,24
sdgsegegew,0.0,,2
76561198078420173,0.0,,12
robbiexuereb8,19.99,,4
76561198078428212,9.99,,30
76561198078431109,87.97,,17
76561198078434801,59.96,,15
76561198078438987,0.0,,9
76561198078453872,149.96,,12
76561198078458088,39.98,,6
76561198078462593,416.7600000000001,,45
76561198078465949,70.93,,13
76561198078468412,87.94,,21
quarktheawesome,87.90999999999998,,11
fcknoathhenza,334.80000000000007,,41
76561198078479051,84.94999999999999,,6
76561198078480900,54.96,,13
76561198078482983,24.97,,3
76561198078486737,590.6700000000002,,48
mermeladaxd341,1124.8800000000008,,197
Goldieglowstone,91.93,,17
76561198078490902,9.99,,29
76561198078493143,93.93,,18
76561198078493437,224.88,,36
76561198078493976,229.90000000000003,,29
duqdl3303,1158.2300000000005,,153
chazbears,253.85000000000005,,70
76561198078499380,57.95,,10
ryurytrf,14.99,,10
poopybumhole,2172.72,,182
The_Conman,164.88,,20
demfoxes,194.86,,27
GothamDetectiveJim,94.95,,28
76561198078506803,0.0,,1
76561198078510063,457.7400000000001,,48
76561198078510442,283.80000000000007,,29
76561198078515077,0.0,,1
76561198078515601,59.97,,3
76561198078515666,300.83000000000004,,39
76561198078517702,19.99,,5
76561198078519174,85.91999999999999,,26
76561198078521749,455.7400000000001,,64
76561198078523214,24.98,,2
76561198078523769,0.0,,1
76561198078529601,1166.4000000000003,,75
76561198078529977,0.0,,1
76561198078530143,288.7700000000001,,47
76561198078535339,407.7500000000001,,41
76561198078549047,19.98,,3
DivineWaterCrackers,27.98,,9
76561198078552000,19.99,,22
76561198078557312,0.0,,5
Uberpedsmario,55.95,,42
mrslime2011_batman,446.2300000000001,,42
76561198078565295,19.99,,1
76561198078568242,104.96,,14
76561198078570525,225.84000000000003,,20
76561198078570665,104.92,,21
El_Chappo,2591.309999999991,,267
76561198078573640,34.98,,7
76561198078574706,0.0,,3
76561198078575349,19.97,,22
DeerShift,19.99,,1
sanuk_games,237.84000000000003,,21
BossOfHameR,901.2300000000004,,104
overkill_plays_,316.7900000000001,,43
daphak,317.7900000000001,,43
76561198078580440,0.0,,1
76561198078583074,317.80000000000007,,33
76561198078585158,324.84000000000003,,27
76561198078585492,173.88000000000005,,36
76561198078585802,227.88,,20
76561198078587768,54.97,,7
76561198078588717,0.0,,1
76561198078589899,237.77000000000007,,36
makuchairocks,1579.0900000000006,,115
76561198078596674,194.93,,18
76561198078597630,24.98,,12
76561198078601686,79.98,,36
teh_lemon_is_spy,9.99,,3
76561198078602692,0.0,,1
76561198078602933,43.96,,50
76561198078603330,0.0,,1
76561198078604785,89.94999999999999,,18
76561198078604887,203.84000000000003,,32
76561198078605287,222.8700000000001,,16
76561198078607424,114.95,,7
76561198078608332,9.98,,13
tihorvorate,95.94,,10
76561198078612742,91.93999999999998,,8
76561198078617407,49.97,,23
76561198078620810,0.0,,1
76561198078623546,289.91,,15
76561198078628222,94.95,,20
76561198078632107,0.0,,2
76561198078637246,1.99,,2
76561198078646915,1143.47,,36
76561198078650535,1.99,,11
pasteldecarne,164.85000000000005,,66
76561198078653482,9.99,,5
76561198078657271,0.0,,1
76561198078663515,89.97,,15
76561198078665145,100.91999999999996,,13
76561198078666775,39.96,,11
76561198078668581,9.99,,2
76561198078668728,119.91999999999996,,12
76561198078673176,82.94999999999999,,6
SamBlackMurlouco,298.9300000000003,,106
giovani19991,19.99,,6
76561198078674066,509.7500000000001,,45
76561198078678580,452.7900000000001,,34
76561198078678934,474.71,,35
aqwah,314.7500000000001,,44
llljensenlll,282.79999999999995,,22
76561198078687255,419.7900000000001,,36
zomethingelses,682.5200000000002,,63
76561198078693042,134.96,,8
76561198078695037,144.96,,18
76561198078698003,467.69000000000017,,55
bocky120,299.74000000000007,,36
76561198078704796,19.98,,2
76561198078711712,19.99,,3
76561198078723800,14.99,,4
25050,825.6000000000003,,99
76561198078730659,109.91999999999996,,42
bobnomis,1928.4400000000007,,198
76561198078732490,54.96,,7
76561198078733462,49.97,,18
Pedrks,49.97,,11
otavio_borin,491.6700000000002,,60
76561198078739112,24.98,,4
76561198078741405,9.99,,3
76561198078742054,169.91,,23
76561198078745083,94.94,,9
rakals01,721.5300000000003,,56
76561198078746179,14.99,,2
76561198078747139,875.4600000000004,,80
76561198078749140,94.95,,10
76561198078749175,74.94,,18
76561198078749807,94.94,,27
76561198078750018,389.7900000000001,,31
76561198078750293,437.7200000000001,,43
76561198078750306,59.95,,6
PurpleYoshi_2Bees,1256.2100000000005,,96
76561198078753023,635.6100000000002,,57
76561198078754139,14.98,,4
elusivegamer,279.84000000000003,,30
deranator,59.96,,13
nofhfffh,1159.3700000000003,,105
76561198078761748,19.99,,4
poopookun,743.6100000000002,,55
76561198078772751,29.98,,5
76561198078774809,85.93999999999998,,23
76561198078775483,86.92999999999998,,15
76561198078781546,0.0,,1
76561198078789002,462.74000000000007,,59
76561198078796944,74.96,,27
76561198078800108,34.97,,4
cwesty,29.98,,2
76561198078800917,59.96,,7
76561198078802184,400.81000000000006,,43
76561198078804736,14.99,,6
76561198078805203,436.7900000000001,,33
76561198078805281,185.84000000000003,,67
76561198078805700,264.81000000000006,,47
76561198078807639,29.98,,4
1BUCK80,319.87000000000006,,32
76561198078812809,27.98,,9
76561198078813319,14.99,,16
numberHUANprofile,95.9,,40
76561198078814031,676.6800000000002,,50
contdoku,269.84000000000003,,35
76561198078815912,149.89,,19
76561198078816802,589.7200000000001,,35
76561198078817094,29.98,,3
darth_piggy,632.6400000000002,,48
76561198078821738,132.91,,10
phansy_,269.85,,20
76561198078827478,685.5000000000003,,67
76561198078830019,338.81000000000006,,44
whatzehak,29.98,,4
76561198078832453,364.80000000000007,,23
76561198078832664,185.87000000000003,,19
76561198078834138,0.0,,1
76561198078834223,275.80000000000007,,24
louisdavie123,234.83000000000004,,32
75791513,154.85,,28
76561198078836873,124.95,,17
76561198078840520,798.6000000000003,,53
76561198078843911,255.88,,40
76561198078844086,152.93000000000004,,14
76561198078850268,149.88,,10
76561198078850839,413.7700000000001,,63
ZongaSpider,452.7600000000001,,30
76561198078874982,567.7100000000002,,52
76561198078876963,221.89,,32
minecraftprogx11,98.88,,14
76561198078885294,0.0,,2
76561198078889905,114.91999999999996,,17
76561198078891027,0.0,,2
76561198078892378,44.97,,25
76561198078894021,14.99,,2
kadekF,0.0,,5
76561198078895983,901.5200000000004,,88
76561198078896873,602.6100000000002,,104
76561198078897972,793.4900000000004,,62
shmood,129.92,,9
76561198078904010,0.0,,8
76561198078904948,49.97,,11
ayylemo,104.93,,13
22491987,307.8300000000001,,51
76561198078911240,0.0,,1
76561198078915112,39.98,,3
76561198078917043,372.7500000000001,,29
76561198078917864,19.99,,15
76561198078919721,69.96,,4
76561198078921240,0.0,,1
76561198078922054,449.7300000000001,,46
orphanz,1506.9500000000007,,137
76561198078941099,52.95,,7
going_rover,856.5200000000002,,69
76561198078948191,199.89,,15
76561198078948288,240.89000000000004,,25
76561198078950511,0.0,,1
mareoepic,482.7900000000001,,43
fnark1,271.8400000000001,,29
76561198078957380,133.88,,21
massecrz,1390.1600000000003,,175
almondkung,655.6400000000002,,69
76561198078971326,0.0,,1
76561198078974837,224.86,,63
bankzy04271997,745.4800000000004,,78
76561198078978696,79.98,,4
76561198078980080,9.99,,2
playercommunity,9.99,,13
76561198078985029,493.7400000000002,,46
76561198078986302,0.0,,9
76561198078986431,94.95,,8
thejumpmaster3,172.89,,11
76561198078990023,194.91000000000005,,15
76561198078991990,200.86,,18
rileydavies,212.89,,16
76561198078994779,0.0,,1
76561198078995315,0.0,,1
76561198078996498,14.99,,1
AllyJacqui,632.4900000000002,,60
76561198078997225,109.93,,21
76561198078997542,239.88,,24
76561198078998224,74.96,,9
76561198078998805,178.89,,27
skylanders04,34.98,,9
turtlearmy,589.6600000000002,,60
ayylmao27,456.7800000000001,,29
connormok,911.4400000000004,,79
76561198079003665,19.99,,10
caiogomes,704.6200000000001,,58
76561198079009947,191.85,,25
Dylzza,245.86,,17
76561198079010801,54.97,,5
76561198079014696,1549.8500000000008,,139
76561198079015609,74.94999999999999,,19
76561198079018144,0.0,,20
76561198079018216,963.4400000000004,,79
76561198079018473,139.89999999999998,,14
aimanhaqeem,400.8200000000001,,77
76561198079021595,154.93,,23
76561198079024139,2473.4499999999944,,225
76561198079024469,29.98,,5
deadamir2,312.80000000000007,,36
76561198079025630,105.9,,25
76561198079036906,104.95,,8
76561198079041508,0.0,,3
76561198079045183,149.88,,43
76561198079054038,49.98,,8
76561198079060357,0.0,,1
xFUSii0N,64.96,,10
Lira_Ashcorp,269.87,,33
76561198079067988,50.940000000000005,,8
76561198079069001,99.97,,10
76561198079090003,59.97,,39
76561198079090449,207.91,,31
76561198079091421,0.0,,1
DANKVEGE,1393.1000000000006,,128
76561198079093740,0.0,,14
76561198079099773,24.98,,2
76561198079102512,154.92999999999998,,9
76561198079107923,0.0,,1
76561198079108526,755.6500000000002,,96
76561198079110505,24.98,,28
76561198079111385,700.9000000000004,,111
76561198079112334,34.98,,20
76561198079115969,526.7300000000001,,36
76561198079116771,0.0,,1
76561198079117055,1002.3500000000004,,79
76561198079117993,154.91,,25
abbieluna,140.94,,16
theevilprincess,4.99,,1
76561198079124440,474.7700000000001,,56
76561198079126248,199.9,,37
76561198079127012,0.0,,8
76561198079127653,0.0,,4
76561198079130366,34.98,,2
76561198079130602,0.0,,1
devildo_baggins,851.3900000000004,,85
76561198079132774,69.96,,12
76561198079133511,190.89,,15
76561198079137635,54.96,,9
76561198079138280,234.83000000000004,,36
76561198079139043,94.97,,17
76561198079139922,37.97,,9
76561198079140987,9.99,,11
76561198079142162,661.59,,101
bradley2765,9.99,,3
76561198079149720,174.89,,41
76561198079152214,29.98,,7
Bestyzazaka,202.83,,22
76561198079156077,374.87000000000006,,21
yammyganggang,395.75,,33
76561198079159782,79.97,,9
76561198079167607,19.99,,2
76561198079169130,110.95,,23
76561198079169255,0.0,,6
ninja_kimio,373.73,,44
76561198079185577,0.0,,1
76561198079197692,0.0,,2
76561198079197993,24.98,,7
120445,935.7700000000004,,120
axekeysmiff,29.98,,10
76561198079203921,175.87,,27
76561198079204391,309.85,,33
fuckedyasister,67.94,,10
solival,829.3700000000005,,78
76561198079208146,0.0,,1
76561198079211374,9.99,,1
76561198079213108,0.0,,1
76561198079214721,699.4100000000004,,74
76561198079221653,94.92999999999998,,24
76561198079222199,0.0,,14
76561198079225059,339.88000000000005,,16
76561198079228100,651.6900000000002,,43
76561198079233000,59.99,,5
76561198079233065,0.0,,5
76561198079236227,244.80000000000004,,33
Kaaokin,74.93,,36
76561198079237545,0.0,,1
76561198079238451,9.99,,23
hotterthanfriction,203.81000000000003,,54
76561198079240069,19.98,,2
76561198079240799,0.0,,1
76561198079243516,74.94999999999999,,6
76561198079245307,226.85,,23
76561198079245701,333.81000000000006,,31
76561198079253190,119.89999999999998,,18
76561198079254183,282.87000000000006,,31
76561198079260534,0.0,,2
76561198079263488,19.99,,2
76561198079263744,59.96,,13
76561198079264735,39.98,,4
76561198079275068,34.98,,10
76561198079286788,24.99,,1
76561198079287373,54.96,,10
zeronacho,19.99,,2
Luke_Hillis_,14.99,,16
76561198079298759,84.94,,14
acutepenguin,49.96,,8
kyle420blazeit,287.8300000000001,,40
76561198079303960,0.0,,1
76561198079304499,39.97,,4
76561198079304809,1429.1800000000003,,99
76561198079309641,114.94,,12
76561198079314712,0.0,,1
76561198079315562,331.86000000000007,,25
76561198079316737,69.96,,7
76561198079317153,911.9000000000002,,81
76561198079318392,1269.1300000000006,,114
76561198079321688,70.93,,8
beerusthedestroyer,2442.509999999998,,197
NoobsAreUs,129.94,,12
76561198079324143,74.97,,11
Frankaay,229.88,,19
76561198079326088,0.0,,3
8721701,132.89999999999998,,17
76561198079327423,0.0,,4
76561198079328428,19.99,,4
76561198079328736,29.98,,2
76561198079329884,247.89000000000004,,45
LelVIII,116.90999999999995,,12
TotallyHetero,143.89999999999998,,18
76561198079330808,0.0,,1
76561198079331203,164.9,,34
SolsticeEquinox,209.86,,20
FlashBackTitan,253.86,,41
FYIlikestf2,60.90000000000001,,14
76561198079333225,440.7400000000001,,34
76561198079333513,164.92999999999998,,16
76561198079333907,259.87,,61
76561198079333911,319.7400000000001,,36
76561198079334009,74.96,,5
76561198079335006,84.97,,7
76561198079335081,1129.6000000000004,,109
76561198079335526,14.99,,3
LeGuxM,187.89,,55
76561198079335916,1240.2300000000005,,112
76561198079337114,0.0,,3
MGbillang,915.4100000000004,,123
76561198079337749,214.89,,15
RH999ICE,201.86000000000004,,35
76561198079339411,2048.650000000001,,174
76561198079339626,104.93,,27
76561198079339688,160.93,,13
trainlover38,440.7300000000001,,33
76561198079341510,76.93999999999998,,60
DrCptCat,451.6800000000001,,44
76561198079343052,434.7300000000001,,31
76561198079343391,19.99,,2
bunny-boo,19.98,,8
76561198079345245,109.96,,8
flaming_ninja27,877.2900000000004,,90
76561198079345624,44.97,,11
76561198079345697,264.86,,29
The_1_N_Onlyy,344.70000000000016,,51
76561198079347059,89.97,,10
OhBabbyATripple,804.3900000000004,,86
24681256447,67.95,,11
76561198079347520,197.87,,35
equiinax,1210.2000000000005,,157
76561198079348389,177.91,,13
EL3CTRIC_GH0UL,370.6800000000001,,41
76561198079349090,54.96,,7
pixelvox,419.1400000000001,,49
GreenTigerGaming,268.82000000000005,,36
76561198079351843,0.0,,1
76561198079352665,144.91,,10
76561198079353526,209.88,,22
119922883377446655123456789,263.82000000000005,,60
Malaysia3420,825.4700000000003,,81
LukeIsFukinAwesome,19.99,,20
76561198079355573,14.99,,1
76561198079355713,1878.0300000000009,,136
EnviousPvP,169.92000000000002,,52
76561198079357946,182.86,,25
Ratmanic,476.6800000000002,,45
76561198079358158,109.93999999999998,,9
mistowl,209.88,,35
76561198079358276,264.80000000000007,,28
76561198079358745,1221.3600000000004,,87
76561198079359338,538.7200000000001,,57
76561198079359418,186.85,,22
76561198079359511,0.0,,3
76561198079361830,0.0,,3
MaxM8CSGO,321.73000000000013,,78
76561198079364238,109.92,,20
76561198079364311,144.93,,14
13371337133713337,139.97,,18
76561198079366866,19.98,,7
76561198079366912,164.92000000000002,,18
76561198079369970,149.92,,17
76561198079370050,114.95,,7
76561198079371510,9.99,,7
76561198079373364,49.96,,18
76561198079373395,164.95000000000002,,9
420_Blaze_It_Fgt,0.0,,18
Blackymcblack,480.5800000000002,,52
blazeyadeadhomie,106.92,,16
76561198079382175,109.90999999999998,,17
76561198079389880,0.0,,6
76561198079392067,437.6300000000002,,73
76561198079392539,48.97,,5
76561198079394997,39.98,,3
76561198079396315,87.94,,37
76561198079396542,29.98,,3
76561198079404821,224.85,,22
darb22,139.95000000000002,,12
76561198079418391,105.89,,30
Loggie,510.7100000000002,,49
76561198079424128,550.7800000000001,,30
76561198079428255,387.70000000000016,,50
76561198079429829,44.96,,25
76561198079432360,29.99,,1
bonkers122,24.98,,7
matrix1234,0.0,,3
76561198079442264,125.89999999999998,,28
76561198079445893,61.94,,27
76561198079451322,0.0,,1
zehterminator,220.83000000000004,,28
jasonthehalfrobot,357.82000000000005,,24
76561198079466609,170.83,,31
76561198079467544,1180.3600000000004,,102
Sat0ss,84.94999999999999,,12
76561198079471648,162.92000000000002,,23
76561198079471655,385.7500000000001,,51
76561198079472218,318.88,,39
76561198079472658,69.95,,7
76561198079474710,189.93,,15
CARAMELBLU,29.98,,11
76561198079476883,189.86,,48
76561198079477693,140.9,,25
damo77,137.88999999999996,,13
76561198079480004,9.99,,1
76561198079488970,115.90999999999995,,29
76561198079492671,570.7500000000001,,50
SOPHIAROSE,0.0,,9
76561198079494965,119.95,,10
therealsupah,2371.5899999999965,,179
damwdpoa,74.94999999999999,,46
lawcross013,606.6100000000002,,55
76561198079498946,19.98,,15
76561198079499295,0.0,,1
TheyCallMescruffy,538.6000000000001,,71
76561198079502171,234.88000000000005,,31
76561198079502348,82.97,,21
76561198079505776,164.9,,20
76561198079507136,34.98,,8
NikhilFifa,1027.4000000000003,,170
76561198079507923,0.0,,10
76561198079508747,9.99,,15
76561198079510076,50.940000000000005,,11
76561198079510528,109.97,,7
76561198079510994,39.96,,6
sp00kighost,29.98,,25
76561198079515135,474.72000000000014,,30
76561198079516385,29.98,,3
ELAgusslendy,244.7900000000001,,30
76561198079518471,119.92999999999998,,12
76561198079518488,249.83000000000004,,32
76561198079518744,356.80000000000007,,34
bigheadhead_sucks,9.99,,1
lynchyknight1,737.6000000000003,,66
Skupy,631.5300000000002,,77
76561198079522604,333.83000000000004,,26
76561198079522650,229.86,,18
STREETMACH1NE,342.87,,26
andyloveerin,34.98,,8
76561198079527535,0.0,,13
Another_pie,89.92999999999998,,29
76561198079530639,432.6700000000002,,70
kehlancg,699.6700000000002,,49
76561198079531065,99.95,,8
76561198079531749,348.81000000000006,,27
76561198079531892,246.85000000000005,,30
szalonyguziec,522.6500000000001,,35
76561198079533912,144.91,,14
76561198079535340,893.3100000000004,,86
basedgohan,82.92999999999999,,10
76561198079539862,0.0,,1
76561198079541410,266.75000000000006,,32
DanielHaining,457.7000000000001,,35
76561198079543103,607.6500000000002,,44
76561198079546186,991.4600000000004,,75
76561198079547006,339.87000000000006,,21
76561198079547383,1123.4800000000007,,113
76561198079549727,99.93999999999998,,9
76561198079550107,34.98,,3
76561198079553374,0.0,,1
76561198079553864,199.86,,26
76561198079555149,394.85,,38
76561198079556554,611.4400000000004,,72
76561198079557189,44.97,,9
76561198079558970,4.99,,3
jamesbondseanconnery,593.6400000000002,,49
76561198079571076,274.82000000000005,,49
76561198079580634,14.99,,5
Happie2,624.0700000000003,,61
76561198079584462,97.90999999999998,,25
shivermysprinkler,65.42999999999999,,15
ryth1197,132.90999999999997,,41
76561198079600879,0.0,,3
76561198079603688,89.97,,5
76561198079607015,116.89999999999998,,13
76561198079615130,14.99,,1
skortex,568.7300000000001,,36
76561198079618887,290.85,,14
sesonska,29.98,,6
76561198079622433,609.7500000000001,,38
76561198079627758,69.95,,12
76561198079632458,82.92999999999999,,12
76561198079636646,244.93000000000004,,29
76561198079637544,9.99,,2
76561198079642013,1383.1200000000006,,138
76561198079645920,9.99,,2
pewpewnoah,249.91,,13
76561198079648902,144.93,,27
76561198079648961,0.0,,2
